Q,R,Elevation,Temperature,Moisture,Biome
-2,20,0.154,0.576,0.185,Ocean
-2,21,0.001,0.571,0.166,Ocean
-2,22,1.627,0.511,0.157,Coast
-2,23,1.411,0.552,0.160,Coast
-2,24,1.274,0.544,0.178,Ocean
-2,25,0.000,0.531,0.210,Ocean
-2,26,1.571,0.475,0.255,Coast
-2,27,0.073,0.496,0.309,Ocean
-2,28,2.133,0.306,0.368,Tundra
-2,29,0.047,0.453,0.427,Ocean
-2,30,2.103,0.269,0.483,Tundra
-2,31,0.920,0.409,0.533,Ocean
-2,32,0.467,0.386,0.574,Ocean
-2,33,0.505,0.363,0.610,Ocean
-2,34,1.412,0.336,0.644,Coast
-2,35,0.178,0.313,0.674,Ocean
-2,36,0.666,0.284,0.696,Ocean
-2,37,1.650,0.249,0.706,IceCap
-2,38,1.650,0.209,0.701,IceCap
-2,39,1.650,0.168,0.681,IceCap
-2,40,1.650,0.130,0.649,IceCap
-2,41,1.650,0.100,0.608,IceCap
-2,42,1.650,0.080,0.565,IceCap
-2,43,1.650,0.072,0.526,IceCap
-2,44,1.650,0.073,0.497,IceCap
-2,45,1.650,0.077,0.481,IceCap
-2,46,1.650,0.080,0.478,IceCap
-2,47,1.650,0.076,0.486,IceCap
-2,48,1.650,0.064,0.501,IceCap
-2,49,1.650,0.045,0.520,IceCap
-2,50,1.650,0.021,0.543,IceCap
-1,-49,1.650,0.046,0.383,IceCap
-1,-48,1.650,0.068,0.337,IceCap
-1,-47,1.650,0.081,0.296,IceCap
-1,-46,1.650,0.086,0.266,IceCap
-1,-45,1.650,0.086,0.250,IceCap
-1,-44,1.650,0.086,0.251,IceCap
-1,-43,1.650,0.085,0.271,IceCap
-1,-42,1.650,0.089,0.306,IceCap
-1,-41,1.650,0.101,0.353,IceCap
-1,-40,1.650,0.126,0.407,IceCap
-1,-39,1.650,0.163,0.459,IceCap
-1,-38,1.650,0.208,0.504,IceCap
-1,-37,0.136,0.256,0.534,Ocean
-1,-36,0.145,0.300,0.547,Ocean
-1,-35,0.027,0.334,0.542,Ocean
-1,-34,0.245,0.355,0.524,Ocean
-1,-33,0.437,0.364,0.501,Ocean
-1,-32,0.007,0.363,0.481,Ocean
-1,-31,1.394,0.359,0.471,Ocean
-1,-30,1.800,0.260,0.474,Tundra
-1,-29,1.707,0.274,0.488,Tundra
-1,-28,0.002,0.337,0.513,Ocean
-1,-27,1.847,0.228,0.543,Taiga
-1,-26,0.165,0.330,0.576,Ocean
-1,-25,1.213,0.338,0.606,Ocean
-1,-24,1.079,0.355,0.631,Ocean
-1,-23,1.312,0.382,0.648,Ocean
-1,-22,1.783,0.328,0.656,Taiga
-1,-21,0.000,0.455,0.657,Ocean
-1,-20,0.215,0.493,0.654,Ocean
-1,-19,3.185,0.114,0.651,IceCap
-1,-18,3.420,0.089,0.652,IceCap
-1,-17,2.954,0.219,0.661,IceCap
-1,-16,0.969,0.595,0.677,Ocean
-1,-15,3.082,0.219,0.695,IceCap
-1,-14,2.613,0.339,0.710,IceCap
-1,-13,2.148,0.460,0.717,Forest
-1,-12,2.196,0.468,0.714,Forest
-1,-11,1.331,0.678,0.697,Ocean
-1,-10,2.335,0.496,0.666,Forest
-1,-9,2.169,0.573,0.621,Forest
-1,-8,1.359,0.790,0.567,Ocean
-1,-7,1.036,0.828,0.509,Ocean
-1,-6,1.892,0.748,0.454,Savanna
-1,-5,0.005,0.891,0.410,Ocean
-1,-4,1.423,0.913,0.381,Coast
-1,-3,1.073,0.942,0.370,Ocean
-1,-2,0.841,0.958,0.375,Ocean
-1,-1,0.093,0.968,0.391,Ocean
-1,0,0.724,0.977,0.412,Ocean
-1,1,0.713,0.949,0.436,Ocean
-1,2,0.017,0.927,0.465,Ocean
-1,3,0.736,0.915,0.496,Ocean
-1,4,0.823,0.912,0.525,Ocean
-1,5,0.978,0.914,0.545,Ocean
-1,6,1.222,0.916,0.555,Ocean
-1,7,1.524,0.884,0.553,Coast
-1,8,1.760,0.816,0.539,Savanna
-1,9,1.794,0.784,0.517,Savanna
-1,10,0.079,0.843,0.491,Ocean
-1,11,0.947,0.801,0.463,Ocean
-1,12,0.517,0.752,0.437,Ocean
-1,13,0.336,0.702,0.412,Ocean
-1,14,0.325,0.658,0.388,Ocean
-1,15,0.033,0.624,0.364,Ocean
-1,16,1.040,0.604,0.337,Ocean
-1,17,1.736,0.518,0.310,Grassland
-1,18,1.997,0.458,0.282,Grassland
-1,19,2.115,0.433,0.253,Grassland
-1,20,1.916,0.479,0.227,Grassland
-1,21,0.349,0.594,0.206,Ocean
-1,22,0.000,0.586,0.196,Ocean
-1,23,1.345,0.576,0.199,Ocean
-1,24,1.229,0.565,0.216,Ocean
-1,25,0.190,0.552,0.249,Ocean
-1,26,1.732,0.460,0.295,Grassland
-1,27,1.211,0.520,0.353,Ocean
-1,28,2.165,0.325,0.418,Tundra
-1,29,1.533,0.453,0.485,Coast
-1,30,2.054,0.312,0.549,Taiga
-1,31,1.863,0.334,0.604,Taiga
-1,32,1.656,0.356,0.649,Forest
-1,33,0.256,0.387,0.684,Ocean
-1,34,1.241,0.357,0.714,Ocean
-1,35,0.146,0.324,0.735,Ocean
-1,36,0.497,0.287,0.743,Ocean
-1,37,1.650,0.245,0.734,IceCap
-1,38,1.650,0.201,0.707,IceCap
-1,39,1.650,0.158,0.665,IceCap
-1,40,1.650,0.121,0.610,IceCap
-1,41,1.650,0.095,0.552,IceCap
-1,42,1.650,0.082,0.496,IceCap
-1,43,1.650,0.080,0.451,IceCap
-1,44,1.650,0.084,0.421,IceCap
-1,45,1.650,0.090,0.408,IceCap
-1,46,1.650,0.091,0.413,IceCap
-1,47,1.650,0.083,0.429,IceCap
-1,48,1.650,0.065,0.453,IceCap
-1,49,1.650,0.041,0.481,IceCap
-1,50,1.650,0.012,0.512,IceCap
0,-50,1.650,0.022,0.432,IceCap
0,-49,1.650,0.050,0.384,IceCap
0,-48,1.650,0.070,0.338,IceCap
0,-47,1.650,0.081,0.299,IceCap
0,-46,1.650,0.086,0.272,IceCap
0,-45,1.650,0.086,0.259,IceCap
0,-44,1.650,0.086,0.264,IceCap
0,-43,1.650,0.087,0.285,IceCap
0,-42,1.650,0.094,0.320,IceCap
0,-41,1.650,0.110,0.364,IceCap
0,-40,1.650,0.138,0.411,IceCap
0,-39,1.650,0.176,0.455,IceCap
0,-38,1.650,0.220,0.489,IceCap
0,-37,0.123,0.264,0.509,Ocean
0,-36,0.145,0.303,0.511,Ocean
0,-35,0.038,0.331,0.498,Ocean
0,-34,0.332,0.348,0.473,Ocean
0,-33,0.668,0.355,0.446,Ocean
0,-32,1.278,0.355,0.426,Ocean
0,-31,1.972,0.221,0.419,Tundra
0,-30,1.785,0.260,0.426,Tundra
0,-29,1.819,0.246,0.447,Tundra
0,-28,2.052,0.183,0.479,Tundra
0,-27,1.729,0.251,0.518,Taiga
0,-26,1.494,0.304,0.559,Coast
0,-25,1.045,0.334,0.596,Ocean
0,-24,1.205,0.353,0.626,Ocean
0,-23,1.526,0.354,0.646,Coast
0,-22,2.045,0.272,0.657,Taiga
0,-21,2.278,0.259,0.660,Taiga
0,-20,2.669,0.207,0.660,IceCap
0,-19,3.583,0.029,0.660,IceCap
0,-18,2.037,0.412,0.666,Forest
0,-17,3.282,0.145,0.680,IceCap
0,-16,3.449,0.121,0.700,IceCap
0,-15,2.950,0.246,0.718,IceCap
0,-14,2.719,0.308,0.730,IceCap
0,-13,2.245,0.429,0.730,Forest
0,-12,2.067,0.487,0.716,Forest
0,-11,2.192,0.482,0.685,Forest
0,-10,2.183,0.515,0.639,Forest
0,-9,2.270,0.531,0.581,Forest
0,-8,2.349,0.550,0.516,Forest
0,-7,2.070,0.651,0.452,Savanna
0,-6,1.746,0.759,0.395,Savanna
0,-5,1.360,0.868,0.352,Ocean
0,-4,0.972,0.896,0.325,Ocean
0,-3,0.748,0.918,0.315,Ocean
0,-2,0.618,0.936,0.321,Ocean
0,-1,0.599,0.950,0.338,Ocean
0,0,0.581,0.965,0.358,Ocean
0,1,0.559,0.946,0.381,Ocean
0,2,0.556,0.935,0.408,Ocean
0,3,0.605,0.932,0.436,Ocean
0,4,0.722,0.936,0.462,Ocean
0,5,0.144,0.940,0.482,Ocean
0,6,1.119,0.938,0.493,Ocean
0,7,0.291,0.926,0.497,Ocean
0,8,1.493,0.881,0.493,Coast
0,9,0.033,0.868,0.485,Ocean
0,10,0.000,0.826,0.474,Ocean
0,11,0.481,0.778,0.464,Ocean
0,12,0.270,0.727,0.453,Ocean
0,13,0.000,0.681,0.442,Ocean
0,14,0.346,0.643,0.426,Ocean
0,15,0.787,0.619,0.406,Ocean
0,16,1.454,0.596,0.380,Coast
0,17,0.000,0.608,0.352,Ocean
0,18,2.078,0.456,0.321,Grassland
0,19,2.111,0.454,0.289,Grassland
0,20,1.950,0.492,0.259,Grassland
0,21,0.289,0.614,0.235,Ocean
0,22,0.000,0.605,0.223,Ocean
0,23,0.342,0.594,0.225,Ocean
0,24,1.146,0.583,0.244,Ocean
0,25,0.195,0.570,0.281,Ocean
0,26,1.848,0.453,0.335,Grassland
0,27,2.037,0.396,0.403,Grassland
0,28,0.231,0.529,0.480,Ocean
0,29,2.021,0.370,0.557,Forest
0,30,1.887,0.380,0.627,Forest
0,31,1.760,0.385,0.684,Forest
0,32,1.055,0.438,0.726,Ocean
0,33,1.317,0.403,0.755,Ocean
0,34,1.122,0.365,0.775,Ocean
0,35,0.737,0.325,0.781,Ocean
0,36,0.504,0.281,0.769,Ocean
0,37,1.650,0.233,0.737,IceCap
0,38,1.650,0.186,0.686,IceCap
0,39,1.650,0.143,0.620,IceCap
0,40,1.650,0.111,0.547,IceCap
0,41,1.650,0.091,0.475,IceCap
0,42,1.650,0.082,0.412,IceCap
0,43,1.650,0.083,0.366,IceCap
0,44,1.650,0.088,0.341,IceCap
0,45,1.650,0.093,0.337,IceCap
0,46,1.650,0.090,0.353,IceCap
0,47,1.650,0.078,0.381,IceCap
0,48,1.650,0.055,0.416,IceCap
0,49,1.650,0.027,0.453,IceCap
0,50,1.650,0.000,0.492,IceCap
1,-50,1.650,0.027,0.432,IceCap
1,-49,1.650,0.053,0.384,IceCap
1,-48,1.650,0.071,0.339,IceCap
1,-47,1.650,0.081,0.302,IceCap
1,-46,1.650,0.086,0.277,IceCap
1,-45,1.650,0.086,0.267,IceCap
1,-44,1.650,0.086,0.272,IceCap
1,-43,1.650,0.089,0.291,IceCap
1,-42,1.650,0.098,0.323,IceCap
1,-41,1.650,0.118,0.361,IceCap
1,-40,1.650,0.148,0.400,IceCap
1,-39,1.650,0.186,0.433,IceCap
1,-38,1.650,0.228,0.456,IceCap
1,-37,0.135,0.268,0.466,Ocean
1,-36,0.177,0.302,0.461,Ocean
1,-35,0.282,0.328,0.443,Ocean
1,-34,0.019,0.344,0.417,Ocean
1,-33,0.150,0.351,0.390,Ocean
1,-32,1.840,0.251,0.373,Tundra
1,-31,0.001,0.352,0.371,Ocean
1,-30,0.032,0.349,0.385,Ocean
1,-29,1.870,0.233,0.414,Tundra
1,-28,1.893,0.218,0.455,Tundra
1,-27,1.671,0.263,0.501,Taiga
1,-26,1.385,0.326,0.548,Ocean
1,-25,0.578,0.338,0.588,Ocean
1,-24,1.339,0.362,0.620,Ocean
1,-23,1.850,0.292,0.640,Taiga
1,-22,2.179,0.257,0.650,Taiga
1,-21,2.562,0.211,0.653,Taiga
1,-20,3.077,0.130,0.653,IceCap
1,-19,0.648,0.548,0.656,Ocean
1,-18,3.825,0.011,0.665,IceCap
1,-17,2.898,0.242,0.682,IceCap
1,-16,3.618,0.087,0.703,IceCap
1,-15,2.995,0.236,0.720,IceCap
1,-14,2.877,0.268,0.727,IceCap
1,-13,2.022,0.473,0.720,Forest
1,-12,2.201,0.445,0.695,Forest
1,-11,2.206,0.465,0.653,Forest
1,-10,2.296,0.472,0.596,Forest
1,-9,1.908,0.595,0.530,Forest
1,-8,2.218,0.559,0.460,Forest
1,-7,1.952,0.656,0.395,Savanna
1,-6,1.472,0.799,0.339,Coast
1,-5,0.057,0.846,0.297,Ocean
1,-4,0.776,0.873,0.271,Ocean
1,-3,0.688,0.896,0.263,Ocean
1,-2,0.026,0.916,0.271,Ocean
1,-1,0.645,0.935,0.290,Ocean
1,0,0.593,0.958,0.311,Ocean
1,1,0.531,0.948,0.332,Ocean
1,2,0.506,0.946,0.356,Ocean
1,3,0.546,0.951,0.382,Ocean
1,4,0.648,0.957,0.406,Ocean
1,5,0.711,0.959,0.426,Ocean
1,6,0.928,0.951,0.442,Ocean
1,7,0.774,0.930,0.453,Ocean
1,8,1.046,0.897,0.460,Ocean
1,9,0.616,0.854,0.466,Ocean
1,10,0.474,0.805,0.472,Ocean
1,11,0.259,0.754,0.477,Ocean
1,12,0.211,0.705,0.480,Ocean
1,13,0.328,0.664,0.478,Ocean
1,14,0.627,0.635,0.467,Ocean
1,15,0.005,0.619,0.447,Ocean
1,16,1.115,0.614,0.419,Ocean
1,17,1.044,0.619,0.386,Ocean
1,18,2.067,0.473,0.349,Grassland
1,19,2.101,0.473,0.312,Grassland
1,20,1.835,0.535,0.278,Grassland
1,21,1.476,0.611,0.252,Coast
1,22,1.198,0.618,0.240,Ocean
1,23,0.540,0.606,0.245,Ocean
1,24,1.089,0.594,0.272,Ocean
1,25,0.205,0.583,0.321,Ocean
1,26,1.888,0.460,0.389,Grassland
1,27,1.974,0.431,0.470,Forest
1,28,1.926,0.431,0.557,Forest
1,29,0.000,0.537,0.640,Ocean
1,30,1.777,0.429,0.710,Forest
1,31,1.555,0.451,0.763,Coast
1,32,0.252,0.450,0.796,Ocean
1,33,1.025,0.407,0.813,Ocean
1,34,0.800,0.361,0.817,Ocean
1,35,0.602,0.314,0.803,Ocean
1,36,0.406,0.264,0.768,Ocean
1,37,1.650,0.214,0.712,IceCap
1,38,1.650,0.167,0.638,IceCap
1,39,1.650,0.127,0.552,IceCap
1,40,1.650,0.098,0.465,IceCap
1,41,1.650,0.081,0.384,IceCap
1,42,1.650,0.075,0.321,IceCap
1,43,1.650,0.078,0.281,IceCap
1,44,1.650,0.083,0.267,IceCap
1,45,1.650,0.086,0.276,IceCap
1,46,1.650,0.080,0.305,IceCap
1,47,1.650,0.064,0.347,IceCap
1,48,1.650,0.038,0.393,IceCap
1,49,1.650,0.008,0.439,IceCap
2,-50,1.650,0.031,0.432,IceCap
2,-49,1.650,0.055,0.384,IceCap
2,-48,1.650,0.071,0.341,IceCap
2,-47,1.650,0.081,0.305,IceCap
2,-46,1.650,0.086,0.280,IceCap
2,-45,1.650,0.086,0.270,IceCap
2,-44,1.650,0.086,0.274,IceCap
2,-43,1.650,0.090,0.290,IceCap
2,-42,1.650,0.102,0.315,IceCap
2,-41,1.650,0.123,0.344,IceCap
2,-40,1.650,0.154,0.373,IceCap
2,-39,1.650,0.191,0.396,IceCap
2,-38,1.650,0.231,0.410,IceCap
2,-37,0.000,0.269,0.413,Ocean
2,-36,0.263,0.301,0.405,Ocean
2,-35,0.474,0.326,0.387,Ocean
2,-34,0.914,0.342,0.362,Ocean
2,-33,1.606,0.303,0.339,Coast
2,-32,1.931,0.230,0.327,Tundra
2,-31,1.878,0.242,0.332,Tundra
2,-30,1.843,0.247,0.355,Tundra
2,-29,0.008,0.341,0.394,Ocean
2,-28,1.186,0.333,0.442,Ocean
2,-27,1.523,0.301,0.494,Coast
2,-26,0.388,0.334,0.543,Ocean
2,-25,1.147,0.352,0.583,Ocean
2,-24,1.453,0.369,0.612,Coast
2,-23,0.355,0.420,0.628,Ocean
2,-22,0.039,0.463,0.634,Ocean
2,-21,1.629,0.453,0.634,Coast
2,-20,2.786,0.221,0.632,IceCap
2,-19,3.913,0.000,0.636,IceCap
2,-18,0.006,0.587,0.647,Ocean
2,-17,3.416,0.134,0.665,IceCap
2,-16,3.477,0.125,0.686,IceCap
2,-15,2.953,0.247,0.701,IceCap
2,-14,1.516,0.580,0.703,Coast
2,-13,0.808,0.610,0.688,Ocean
2,-12,2.300,0.412,0.655,Forest
2,-11,2.306,0.428,0.605,Forest
2,-10,2.572,0.391,0.543,Forest
2,-9,2.347,0.474,0.474,Forest
2,-8,2.095,0.567,0.404,Grassland
2,-7,1.697,0.695,0.340,Desert
2,-6,1.300,0.797,0.286,Ocean
2,-5,0.000,0.827,0.247,Ocean
2,-4,0.842,0.855,0.226,Ocean
2,-3,0.849,0.878,0.222,Ocean
2,-2,0.864,0.901,0.234,Ocean
2,-1,0.804,0.925,0.254,Ocean
2,0,0.678,0.955,0.274,Ocean
2,1,0.084,0.953,0.294,Ocean
2,2,0.491,0.958,0.315,Ocean
2,3,0.399,0.966,0.338,Ocean
2,4,0.000,0.972,0.361,Ocean
2,5,0.582,0.969,0.383,Ocean
2,6,0.669,0.954,0.403,Ocean
2,7,0.732,0.924,0.422,Ocean
2,8,0.564,0.882,0.442,Ocean
2,9,0.480,0.834,0.462,Ocean
2,10,0.298,0.782,0.482,Ocean
2,11,0.222,0.732,0.499,Ocean
2,12,0.030,0.686,0.511,Ocean
2,13,0.517,0.651,0.514,Ocean
2,14,0.925,0.628,0.504,Ocean
2,15,0.000,0.617,0.481,Ocean
2,16,1.883,0.507,0.447,Grassland
2,17,2.026,0.482,0.407,Grassland
2,18,0.364,0.637,0.364,Ocean
2,19,2.039,0.497,0.322,Grassland
2,20,1.591,0.600,0.286,Coast
2,21,1.196,0.635,0.261,Ocean
2,22,0.981,0.622,0.255,Ocean
2,23,0.936,0.609,0.272,Ocean
2,24,1.121,0.598,0.314,Ocean
2,25,0.009,0.589,0.378,Ocean
2,26,1.857,0.478,0.461,Forest
2,27,1.833,0.477,0.553,Forest
2,28,0.000,0.568,0.645,Ocean
2,29,1.720,0.479,0.727,Forest
2,30,0.434,0.528,0.790,Ocean
2,31,1.122,0.493,0.831,Ocean
2,32,0.159,0.449,0.849,Ocean
2,33,0.758,0.398,0.849,Ocean
2,34,0.665,0.345,0.833,Ocean
2,35,0.565,0.294,0.797,Ocean
2,36,1.650,0.242,0.739,IceCap
2,37,1.650,0.191,0.660,IceCap
2,38,1.650,0.145,0.567,IceCap
2,39,1.650,0.107,0.467,IceCap
2,40,1.650,0.080,0.372,IceCap
2,41,1.650,0.066,0.292,IceCap
2,42,1.650,0.062,0.235,IceCap
2,43,1.650,0.065,0.206,IceCap
2,44,1.650,0.070,0.206,IceCap
2,45,1.650,0.071,0.232,IceCap
2,46,1.650,0.063,0.276,IceCap
2,47,1.650,0.045,0.329,IceCap
2,48,1.650,0.018,0.385,IceCap
3,-50,1.650,0.033,0.432,IceCap
3,-49,1.650,0.055,0.384,IceCap
3,-48,1.650,0.071,0.341,IceCap
3,-47,1.650,0.081,0.306,IceCap
3,-46,1.650,0.086,0.281,IceCap
3,-45,1.650,0.086,0.269,IceCap
3,-44,1.650,0.087,0.269,IceCap
3,-43,1.650,0.092,0.279,IceCap
3,-42,1.650,0.104,0.295,IceCap
3,-41,1.650,0.127,0.315,IceCap
3,-40,1.650,0.158,0.335,IceCap
3,-39,1.650,0.194,0.350,IceCap
3,-38,1.650,0.232,0.360,IceCap
3,-37,0.240,0.268,0.360,Ocean
3,-36,0.440,0.300,0.351,Ocean
3,-35,0.187,0.326,0.333,Ocean
3,-34,1.466,0.327,0.312,Coast
3,-33,1.911,0.233,0.295,Tundra
3,-32,0.112,0.353,0.292,Ocean
3,-31,1.859,0.247,0.308,Tundra
3,-30,0.119,0.349,0.341,Ocean
3,-29,1.856,0.238,0.388,Tundra
3,-28,1.487,0.317,0.442,Coast
3,-27,0.000,0.338,0.496,Ocean
3,-26,1.031,0.349,0.542,Ocean
3,-25,1.096,0.373,0.578,Ocean
3,-24,1.551,0.374,0.599,Coast
3,-23,2.137,0.281,0.608,Taiga
3,-22,0.267,0.496,0.607,Ocean
3,-21,0.606,0.536,0.802,Ocean
3,-20,3.650,0.049,0.598,IceCap
3,-19,3.570,0.088,0.601,IceCap
3,-18,3.910,0.023,0.613,IceCap
3,-17,3.516,0.121,0.633,IceCap
3,-16,2.956,0.251,0.653,IceCap
3,-15,2.919,0.256,0.664,IceCap
3,-14,3.201,0.188,0.662,IceCap
3,-13,2.553,0.337,0.642,Taiga
3,-12,2.342,0.392,0.604,Forest
3,-11,2.391,0.395,0.551,Forest
3,-10,2.742,0.338,0.487,IceCap
3,-9,0.015,0.679,0.419,Ocean
3,-8,1.594,0.670,0.351,Coast
3,-7,1.591,0.707,0.290,Coast
3,-6,1.379,0.785,0.242,Ocean
3,-5,1.155,0.816,0.209,Ocean
3,-4,0.881,0.842,0.195,Ocean
3,-3,0.886,0.867,0.197,Ocean
3,-2,1.111,0.891,0.212,Ocean
3,-1,0.146,0.921,0.233,Ocean
3,0,0.767,0.957,0.252,Ocean
3,1,0.571,0.960,0.269,Ocean
3,2,0.426,0.968,0.287,Ocean
3,3,0.303,0.976,0.308,Ocean
3,4,0.337,0.978,0.330,Ocean
3,5,0.319,0.969,0.353,Ocean
3,6,0.469,0.946,0.379,Ocean
3,7,0.527,0.909,0.406,Ocean
3,8,0.488,0.862,0.437,Ocean
3,9,0.381,0.811,0.468,Ocean
3,10,0.052,0.759,0.498,Ocean
3,11,0.306,0.711,0.524,Ocean
3,12,0.442,0.669,0.540,Ocean
3,13,0.742,0.637,0.544,Ocean
3,14,1.186,0.619,0.531,Ocean
3,15,1.631,0.559,0.502,Coast
3,16,0.001,0.618,0.461,Ocean
3,17,2.153,0.455,0.415,Grassland
3,18,1.415,0.636,0.368,Coast
3,19,1.693,0.578,0.325,Grassland
3,20,1.305,0.643,0.292,Ocean
3,21,0.971,0.632,0.277,Ocean
3,22,0.159,0.617,0.285,Ocean
3,23,0.994,0.604,0.318,Ocean
3,24,1.268,0.595,0.376,Ocean
3,25,1.543,0.556,0.455,Coast
3,26,0.251,0.587,0.548,Ocean
3,27,1.692,0.517,0.644,Forest
3,28,1.618,0.526,0.734,Coast
3,29,1.410,0.556,0.807,Coast
3,30,1.088,0.529,0.856,Ocean
3,31,0.991,0.487,0.879,Ocean
3,32,0.119,0.435,0.878,Ocean
3,33,0.707,0.379,0.857,Ocean
3,34,0.769,0.323,0.820,Ocean
3,35,0.534,0.270,0.763,Ocean
3,36,1.650,0.217,0.684,IceCap
3,37,1.650,0.165,0.587,IceCap
3,38,1.650,0.119,0.481,IceCap
3,39,1.650,0.082,0.374,IceCap
3,40,1.650,0.058,0.279,IceCap
3,41,1.650,0.046,0.206,IceCap
3,42,1.650,0.045,0.162,IceCap
3,43,1.650,0.049,0.149,IceCap
3,44,1.650,0.053,0.166,IceCap
3,45,1.650,0.053,0.207,IceCap
3,46,1.650,0.044,0.263,IceCap
3,47,1.650,0.025,0.325,IceCap
4,-50,1.650,0.033,0.432,IceCap
4,-49,1.650,0.054,0.385,IceCap
4,-48,1.650,0.070,0.341,IceCap
4,-47,1.650,0.081,0.306,IceCap
4,-46,1.650,0.086,0.279,IceCap
4,-45,1.650,0.086,0.263,IceCap
4,-44,1.650,0.087,0.258,IceCap
4,-43,1.650,0.092,0.260,IceCap
4,-42,1.650,0.106,0.268,IceCap
4,-41,1.650,0.129,0.280,IceCap
4,-40,1.650,0.159,0.293,IceCap
4,-39,1.650,0.194,0.304,IceCap
4,-38,1.650,0.232,0.309,IceCap
4,-37,0.333,0.268,0.307,Ocean
4,-36,0.419,0.301,0.298,Ocean
4,-35,1.140,0.326,0.285,Ocean
4,-34,1.300,0.343,0.272,Ocean
4,-33,1.803,0.258,0.265,Tundra
4,-32,1.897,0.238,0.274,Tundra
4,-31,0.409,0.352,0.301,Ocean
4,-30,1.793,0.259,0.344,Tundra
4,-29,1.575,0.305,0.397,Coast
4,-28,0.930,0.344,0.453,Ocean
4,-27,0.998,0.351,0.504,Ocean
4,-26,0.898,0.370,0.544,Ocean
4,-25,0.821,0.400,0.570,Ocean
4,-24,1.606,0.393,0.581,Coast
4,-23,0.387,0.485,0.580,Ocean
4,-22,2.541,0.266,0.570,Taiga
4,-21,2.271,0.364,0.760,Forest
4,-20,3.196,0.177,0.553,IceCap
4,-19,2.942,0.251,0.556,IceCap
4,-18,3.045,0.234,0.568,IceCap
4,-17,2.953,0.257,0.588,IceCap
4,-16,2.832,0.282,0.606,IceCap
4,-15,0.627,0.605,0.616,Ocean
4,-14,3.177,0.189,0.610,IceCap
4,-13,2.569,0.326,0.587,Taiga
4,-12,2.388,0.373,0.548,Forest
4,-11,2.506,0.361,0.496,Forest
4,-10,2.095,0.481,0.434,Grassland
4,-9,0.002,0.674,0.369,Ocean
4,-8,1.808,0.617,0.307,Grassland
4,-7,1.689,0.682,0.254,Desert
4,-6,1.617,0.733,0.213,Coast
4,-5,0.523,0.813,0.189,Ocean
4,-4,0.160,0.838,0.183,Ocean
4,-3,0.209,0.862,0.191,Ocean
4,-2,1.318,0.889,0.209,Ocean
4,-1,1.099,0.921,0.230,Ocean
4,0,0.792,0.961,0.247,Ocean
4,1,0.509,0.966,0.260,Ocean
4,2,0.244,0.974,0.275,Ocean
4,3,0.219,0.978,0.292,Ocean
4,4,0.210,0.974,0.313,Ocean
4,5,0.276,0.959,0.338,Ocean
4,6,0.391,0.930,0.368,Ocean
4,7,0.271,0.889,0.403,Ocean
4,8,0.076,0.839,0.441,Ocean
4,9,0.001,0.787,0.480,Ocean
4,10,0.063,0.736,0.517,Ocean
4,11,0.044,0.688,0.546,Ocean
4,12,0.635,0.649,0.563,Ocean
4,13,0.997,0.621,0.563,Ocean
4,14,0.002,0.607,0.545,Ocean
4,15,0.788,0.605,0.510,Ocean
4,16,2.087,0.455,0.464,Forest
4,17,2.486,0.374,0.416,Grassland
4,18,1.906,0.518,0.370,Grassland
4,19,1.518,0.610,0.334,Coast
4,20,1.089,0.632,0.312,Ocean
4,21,0.922,0.620,0.311,Ocean
4,22,0.172,0.605,0.334,Ocean
4,23,1.210,0.593,0.384,Ocean
4,24,1.460,0.572,0.456,Coast
4,25,1.493,0.563,0.545,Coast
4,26,1.761,0.502,0.641,Forest
4,27,1.633,0.531,0.734,Coast
4,28,1.435,0.568,0.814,Coast
4,29,1.114,0.554,0.870,Ocean
4,30,1.013,0.519,0.900,Ocean
4,31,0.911,0.471,0.902,Ocean
4,32,0.140,0.415,0.878,Ocean
4,33,0.798,0.356,0.837,Ocean
4,34,0.801,0.298,0.780,Ocean
4,35,1.650,0.242,0.704,IceCap
4,36,1.650,0.187,0.610,IceCap
4,37,1.650,0.135,0.501,IceCap
4,38,1.650,0.090,0.389,IceCap
4,39,1.650,0.057,0.284,IceCap
4,40,1.650,0.036,0.197,IceCap
4,41,1.650,0.028,0.137,IceCap
4,42,1.650,0.028,0.109,IceCap
4,43,1.650,0.033,0.113,IceCap
4,44,1.650,0.037,0.144,IceCap
4,45,1.650,0.036,0.196,IceCap
4,46,1.650,0.027,0.259,IceCap
5,-50,1.650,0.030,0.432,IceCap
5,-49,1.650,0.052,0.385,IceCap
5,-48,1.650,0.069,0.341,IceCap
5,-47,1.650,0.080,0.304,IceCap
5,-46,1.650,0.086,0.275,IceCap
5,-45,1.650,0.086,0.254,IceCap
5,-44,1.650,0.087,0.242,IceCap
5,-43,1.650,0.093,0.237,IceCap
5,-42,1.650,0.107,0.239,IceCap
5,-41,1.650,0.129,0.245,IceCap
5,-40,1.650,0.159,0.253,IceCap
5,-39,1.650,0.194,0.258,IceCap
5,-38,1.650,0.232,0.260,IceCap
5,-37,0.398,0.270,0.258,Ocean
5,-36,0.566,0.303,0.253,Ocean
5,-35,0.000,0.328,0.248,Ocean
5,-34,1.539,0.312,0.245,Coast
5,-33,1.955,0.223,0.252,Tundra
5,-32,2.075,0.197,0.273,Tundra
5,-31,1.868,0.245,0.312,Tundra
5,-30,1.620,0.300,0.363,Tundra
